sample_index,ros_time_sec,elapsed_sec,joint_state_valid,joint_state_stamp_sec,joint_state_age_sec,joint_state_observed_count,joint__waist_yaw_joint,joint__waist_yaw_joint__observed,joint__waist_roll_joint,joint__waist_roll_joint__observed,joint__waist_pitch_joint,joint__waist_pitch_joint__observed,joint__left_shoulder_pitch_joint,joint__left_shoulder_pitch_joint__observed,joint__left_shoulder_roll_joint,joint__left_shoulder_roll_joint__observed,joint__left_shoulder_yaw_joint,joint__left_shoulder_yaw_joint__observed,joint__left_elbow_joint,joint__left_elbow_joint__observed,joint__right_shoulder_pitch_joint,joint__right_shoulder_pitch_joint__observed,joint__right_shoulder_roll_joint,joint__right_shoulder_roll_joint__observed,joint__right_shoulder_yaw_joint,joint__right_shoulder_yaw_joint__observed,joint__right_elbow_joint,joint__right_elbow_joint__observed,joint__left_hip_pitch_joint,joint__left_hip_pitch_joint__observed,joint__left_hip_roll_joint,joint__left_hip_roll_joint__observed,joint__left_hip_yaw_joint,joint__left_hip_yaw_joint__observed,joint__right_hip_pitch_joint,joint__right_hip_pitch_joint__observed,joint__right_hip_roll_joint,joint__right_hip_roll_joint__observed,joint__right_hip_yaw_joint,joint__right_hip_yaw_joint__observed,human_valid,human_stamp_sec,human_age_sec,human_source_frame,human_frame_id,human_received_count,human_used_count,human_00_present,human_00_fresh,human_00_name,human_00_a_x_m,human_00_a_y_m,human_00_a_z_m,human_00_b_x_m,human_00_b_y_m,human_00_b_z_m,human_00_radius_m,human_01_present,human_01_fresh,human_01_name,human_01_a_x_m,human_01_a_y_m,human_01_a_z_m,human_01_b_x_m,human_01_b_y_m,human_01_b_z_m,human_01_radius_m,human_02_present,human_02_fresh,human_02_name,human_02_a_x_m,human_02_a_y_m,human_02_a_z_m,human_02_b_x_m,human_02_b_y_m,human_02_b_z_m,human_02_radius_m,human_03_present,human_03_fresh,human_03_name,human_03_a_x_m,human_03_a_y_m,human_03_a_z_m,human_03_b_x_m,human_03_b_y_m,human_03_b_z_m,human_03_radius_m,human_04_present,human_04_fresh,human_04_name,human_04_a_x_m,human_04_a_y_m,human_04_a_z_m,human_04_b_x_m,human_04_b_y_m,human_04_b_z_m,human_04_radius_m,human_05_present,human_05_fresh,human_05_name,human_05_a_x_m,human_05_a_y_m,human_05_a_z_m,human_05_b_x_m,human_05_b_y_m,human_05_b_z_m,human_05_radius_m,human_06_present,human_06_fresh,human_06_name,human_06_a_x_m,human_06_a_y_m,human_06_a_z_m,human_06_b_x_m,human_06_b_y_m,human_06_b_z_m,human_06_radius_m,human_07_present,human_07_fresh,human_07_name,human_07_a_x_m,human_07_a_y_m,human_07_a_z_m,human_07_b_x_m,human_07_b_y_m,human_07_b_z_m,human_07_radius_m,human_08_present,human_08_fresh,human_08_name,human_08_a_x_m,human_08_a_y_m,human_08_a_z_m,human_08_b_x_m,human_08_b_y_m,human_08_b_z_m,human_08_radius_m,human_09_present,human_09_fresh,human_09_name,human_09_a_x_m,human_09_a_y_m,human_09_a_z_m,human_09_b_x_m,human_09_b_y_m,human_09_b_z_m,human_09_radius_m,human_10_present,human_10_fresh,human_10_name,human_10_a_x_m,human_10_a_y_m,human_10_a_z_m,human_10_b_x_m,human_10_b_y_m,human_10_b_z_m,human_10_radius_m,odom_valid,odom_stamp_sec,odom_age_sec,odom_frame_id,odom_child_frame_id,odom_x_m,odom_y_m,cbf_enabled,external_enabled,workspace_valid,workspace_stamp_sec,workspace_age_sec,workspace_frame_id,workspace_child_frame_id,workspace_enabled,workspace_capture_pending,workspace_generation,workspace_center_x_m,workspace_center_y_m,workspace_center_z_m,workspace_qx,workspace_qy,workspace_qz,workspace_qw,workspace_radius_m,workspace_activation_valid,workspace_activation_generation,workspace_activation_stamp_sec,workspace_activation_center_x_m,workspace_activation_center_y_m,tf_valid,tf_stamp_sec,tf_age_sec,tf_world_frame,tf_pelvis_frame,tf_world_pelvis_tx_m,tf_world_pelvis_ty_m,tf_world_pelvis_tz_m,tf_world_pelvis_qx,tf_world_pelvis_qy,tf_world_pelvis_qz,tf_world_pelvis_qw,collision_geometry,internal_margin_phi_m,external_margin_phi_m,external_torso_margin_phi_m,human_timeout_sec,tf_stale_timeout_sec
589,1784924034.2232018,59.003919965587556,1,1784924034.2224474,0.0007543563842773438,17,-0.2299790233373642,1,0.06801712512969971,1,0.15853168070316315,1,0.5835718512535095,1,1.2928121089935303,1,-0.4524284601211548,1,-0.4353509545326233,1,0.3279842734336853,1,-0.43063104152679443,1,0.2679313123226166,1,-0.1847488135099411,1,-0.18013876676559448,1,-0.022781318053603172,1,-0.008785083889961243,1,-0.11745131015777588,1,0.007983517833054066,1,0.03713596984744072,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.1578932,0.0653085708618164,world,pelvis,4.605615245491281,-1.680626908324089,1,0,1,1784923961.1971903,73.02601146697998,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.1578932,0.0653085708618164,world,pelvis,4.605615245491281,-1.680626908324089,0.6933822234527413,-0.015338657433078327,0.019650854160471794,0.9530117961810851,-0.3019057565840978,capsules,0.05,0.5,0.1,0.5,0.5
590,1784924034.3239481,59.104675652459264,1,1784924034.3222136,0.0017344951629638672,17,-0.23833556473255157,1,0.06645126640796661,1,0.1543857306241989,1,0.6889851093292236,1,1.2156096696853638,1,-0.31091874837875366,1,-0.46235141158103943,1,0.42849597334861755,1,-0.3875237703323364,1,0.16936106979846954,1,-0.35108986496925354,1,-0.18268322944641113,1,-0.020395126193761826,1,-0.006870042532682419,1,-0.11917886137962341,1,0.009355578571557999,1,0.041260674595832825,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.2620661,0.06188201904296875,world,pelvis,4.5650867947026414,-1.7556735954112517,1,0,1,1784923961.1971903,73.12675786018372,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.2620664,0.06188178062438965,world,pelvis,4.5650867947026414,-1.7556735954112517,0.6926232220261139,-0.013126089395534946,0.03264259165540257,0.9611240210336884,-0.273866360072268,capsules,0.05,0.5,0.1,0.5,0.5
591,1784924034.424461,59.205180454067886,1,1784924034.4228697,0.0015912055969238281,17,-0.23431800305843353,1,0.056941431015729904,1,0.1326330304145813,1,0.7066498398780823,1,1.1190768480300903,1,-0.21811290085315704,1,-0.45336323976516724,1,0.4415947198867798,1,-0.4319373369216919,1,0.13741113245487213,1,-0.379408597946167,1,-0.1845313161611557,1,-0.021042807027697563,1,-0.003093527862802148,1,-0.11959400773048401,1,0.008929472416639328,1,0.04451490193605423,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.3643682,0.06009268760681152,world,pelvis,4.556117524806319,-1.7607956184710631,1,0,1,1784923961.1971903,73.22727060317993,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.3643682,0.06009268760681152,world,pelvis,4.556117524806319,-1.7607956184710631,0.6947422815174679,-0.011279771062443654,0.03619470866897647,0.9743497877217027,-0.221822453768368,capsules,0.05,0.5,0.1,0.5,0.5
592,1784924034.5235066,59.30423333123326,1,1784924034.5226068,0.0008997917175292969,17,-0.22262687981128693,1,0.046090781688690186,1,0.10655644536018372,1,0.6264514327049255,1,0.9898150563240051,1,-0.24452613294124603,1,-0.4145822823047638,1,0.3861676752567291,1,-0.5028959512710571,1,0.1865943819284439,1,-0.31172168254852295,1,-0.1834331750869751,1,-0.02331821247935295,1,-0.003816690295934677,1,-0.11717008054256439,1,0.006901209242641926,1,0.0417293906211853,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.4585133,0.06499338150024414,world,pelvis,4.51656489663616,-1.8234592101825282,1,0,1,1784923961.1971903,73.32631635665894,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.4585135,0.06499314308166504,world,pelvis,4.51656489663616,-1.8234592101825282,0.6965050271061133,-0.026905348951516805,0.04164604814295326,0.9816580396038136,-0.18409020113267724,capsules,0.05,0.5,0.1,0.5,0.5
593,1784924034.623249,59.40396670438349,1,1784924034.6223152,0.0009338855743408203,17,-0.19277633726596832,1,0.03351002559065819,1,0.09447193145751953,1,0.4343682527542114,1,0.8364169001579285,1,-0.34632015228271484,1,-0.25368207693099976,1,0.24150609970092773,1,-0.48424845933914185,1,0.25123730301856995,1,-0.10451442748308182,1,-0.18253591656684875,1,-0.02649696171283722,1,-0.007459285669028759,1,-0.11013933271169662,1,0.0013703564181923866,1,0.038890305906534195,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.559663,0.06358599662780762,world,pelvis,4.602364020463575,-1.659710746318916,1,0,1,1784923961.1971903,73.42605876922607,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.5596633,0.06358575820922852,world,pelvis,4.602364020463575,-1.659710746318916,0.7080850200635529,-0.07489564920717931,-0.02580069863514664,0.9853517024725714,-0.15101982689097024,capsules,0.05,0.5,0.1,0.5,0.5
594,1784924034.7233088,59.50403487123549,1,1784924034.7220666,0.0012421607971191406,17,-0.13416001200675964,1,0.0287745650857687,1,0.09673411399126053,1,0.2316550761461258,1,0.7055252194404602,1,-0.44294893741607666,1,-0.04464123770594597,1,0.07312773913145065,1,-0.419461727142334,1,0.2731684446334839,1,0.12071710079908371,1,-0.18064765632152557,1,-0.029113249853253365,1,-0.00881186779588461,1,-0.10597445070743561,1,0.00027100322768092155,1,0.03614496812224388,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.6568108,0.0664980411529541,world,pelvis,4.4329357920261385,-2.0030546168045884,1,0,1,1784923961.1971903,73.526118516922,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.6568108,0.0664980411529541,world,pelvis,4.4329357920261385,-2.0030546168045884,0.6752052079968054,-0.05207561506001723,0.030203456604252003,0.9809358678767381,-0.1847720342427031,capsules,0.05,0.5,0.1,0.5,0.5
595,1784924034.823246,59.60396348312497,1,1784924034.8228655,0.00038051605224609375,17,-0.07599900662899017,1,0.030045736581087112,1,0.09909603744745255,1,0.06520617008209229,1,0.671549916267395,1,-0.5917330980300903,1,0.14244450628757477,1,-0.13653628528118134,1,-0.3712611794471741,1,0.35667452216148376,1,0.33251431584358215,1,-0.1812770813703537,1,-0.027366217225790024,1,-0.010820651426911354,1,-0.10515754669904709,1,0.0009698169305920601,1,0.03377460315823555,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.725178,0.0980679988861084,world,pelvis,4.512416591826431,-1.833253560145358,1,0,1,1784923961.1971903,73.62605571746826,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.725178,0.0980679988861084,world,pelvis,4.512416591826431,-1.833253560145358,0.6874626430189271,-0.00126377820532414,0.026107129741693328,0.9845719963551269,-0.1730167755871616,capsules,0.05,0.5,0.1,0.5,0.5
596,1784924034.923411,59.70412973500788,1,1784924034.9227774,0.0006334781646728516,17,-0.046496663242578506,1,0.04103296250104904,1,0.10592158883810043,1,-0.01474059745669365,1,0.6727004051208496,1,-0.6498445868492126,1,0.2852725088596344,1,-0.33223867416381836,1,-0.3366028070449829,1,0.48084306716918945,1,0.4498278796672821,1,-0.18170562386512756,1,-0.02379545010626316,1,-0.012615165673196316,1,-0.10259969532489777,1,0.004932600073516369,1,0.03198008984327316,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.856789,0.06662178039550781,world,pelvis,4.608157248735434,-1.6130081728755912,1,0,1,1784923961.1971903,73.72622060775757,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.856789,0.06662178039550781,world,pelvis,4.608157248735434,-1.6130081728755912,0.7145175783033619,-0.003955177392721998,-0.07437652229982436,0.9880676436326877,-0.1348140241537352,capsules,0.05,0.5,0.1,0.5,0.5
597,1784924035.023269,59.80399210099131,1,1784924035.0224063,0.0008625984191894531,17,-0.015561383217573166,1,0.0524972565472126,1,0.10800667852163315,1,0.011396998539566994,1,0.7575607299804688,1,-0.6485742926597595,1,0.27028024196624756,1,-0.3794565200805664,1,-0.35140329599380493,1,0.5619642734527588,1,0.36007803678512573,1,-0.1828841120004654,1,-0.02480958215892315,1,-0.013338328339159489,1,-0.10681813955307007,1,0.004412751644849777,1,0.027989305555820465,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.9315379,0.09173107147216797,world,pelvis,4.619936383811647,-1.5838482107329768,1,0,1,1784923961.1971903,73.82607865333557,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.931538,0.09173083305358887,world,pelvis,4.619936383811647,-1.5838482107329768,0.7163653338639219,0.008223928686680317,-0.10015292262767105,0.9853100361937984,-0.13807929483404774,capsules,0.05,0.5,0.1,0.5,0.5
598,1784924035.1233084,59.90402829181403,1,1784924035.1229959,0.00031256675720214844,17,0.01564173400402069,1,0.053230397403240204,1,0.10773294419050217,1,0.15656191110610962,1,0.92519611120224,1,-0.5967185497283936,1,0.12135226279497147,1,-0.29065340757369995,1,-0.39442670345306396,1,0.5904747843742371,1,0.15022225677967072,1,-0.186366006731987,1,-0.024596529081463814,1,-0.010445678606629372,1,-0.1223929151892662,1,0.0066881561651825905,1,0.022766465321183205,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924034.9722683,0.15104007720947266,world,pelvis,4.668197612499741,-1.596701739882445,1,0,1,1784923961.1971903,73.92611813545227,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924034.9722686,0.15103983879089355,world,pelvis,4.668197612499741,-1.596701739882445,0.7217107465430896,0.004349929519387954,-0.10501585202771938,0.985350187299562,-0.13430471817768178,capsules,0.05,0.5,0.1,0.5,0.5
599,1784924035.2231932,60.003910740837455,1,1784924035.2229118,0.00028133392333984375,17,0.045786891132593155,1,0.06270100921392441,1,0.11026091128587723,1,0.35967057943344116,1,1.002254605293274,1,-0.44931256771087646,1,-0.02394448220729828,1,-0.08381766825914383,1,-0.45721209049224854,1,0.5198397636413574,1,-0.045827675610780716,1,-0.18383494019508362,1,-0.0299228522926569,1,-0.011316152289509773,1,-0.11434438824653625,1,-0.003095232415944338,1,0.029288318008184433,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.1367798,0.08641338348388672,world,pelvis,4.602332420448074,-1.6227593375451095,1,0,1,1784923961.1971903,74.02600288391113,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.1367798,0.08641338348388672,world,pelvis,4.602332420448074,-1.6227593375451095,0.707538827951018,-0.00033167119609373025,-0.09924996356119929,0.9837511067960912,-0.1496098078495655,capsules,0.05,0.5,0.1,0.5,0.5
600,1784924035.3233223,60.104046809487045,1,1784924035.322602,0.0007202625274658203,17,0.053487230092287064,1,0.07546746730804443,1,0.11109621077775955,1,0.5389186143875122,1,0.9514774680137634,1,-0.2916121482849121,1,-0.16812670230865479,1,0.1441582441329956,1,-0.4776211977005005,1,0.3500951826572418,1,-0.16166719794273376,1,-0.1842099130153656,1,-0.03594798594713211,1,-0.008021745830774307,1,-0.11585766822099686,1,-0.007398900575935841,1,0.029850777238607407,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.2715263,0.05179595947265625,world,pelvis,4.583851553286213,-1.62969924209977,1,0,1,1784923961.1971903,74.12613201141357,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.2715266,0.05179572105407715,world,pelvis,4.583851553286213,-1.62969924209977,0.7055546032391466,-0.001733316329020185,-0.09990917490973884,0.9818746665729875,-0.16105058685252746,capsules,0.05,0.5,0.1,0.5,0.5
601,1784924035.423415,60.20413619931787,1,1784924035.4221709,0.0012440681457519531,17,0.03694824129343033,1,0.07851322740316391,1,0.11058808118104935,1,0.6438165307044983,1,0.8043950796127319,1,-0.1536976844072342,1,-0.32285502552986145,1,0.33368876576423645,1,-0.47514045238494873,1,0.1368958055973053,1,-0.2739354074001312,1,-0.1860847771167755,1,-0.04082263633608818,1,-0.00483447453007102,1,-0.11263022571802139,1,-0.01193266548216343,1,0.03473882004618645,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.3568323,0.06658267974853516,world,pelvis,4.6034118147224,-1.6416036231592857,1,0,1,1784923961.1971903,74.22622466087341,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.3568323,0.06658267974853516,world,pelvis,4.6034118147224,-1.6416036231592857,0.7122172090563956,-0.004629799797764678,-0.10127669886584732,0.9793800901745483,-0.17474619935884944,capsules,0.05,0.5,0.1,0.5,0.5
602,1784924035.5233066,60.304031112231314,1,1784924035.5229626,0.0003440380096435547,17,0.02303406037390232,1,0.06738018244504929,1,0.11248509585857391,1,0.6163007616996765,1,0.6174291968345642,1,-0.03375956416130066,1,-0.46289071440696716,1,0.4173026978969574,1,-0.4177359938621521,1,-0.08426108956336975,1,-0.31649139523506165,1,-0.18427686393260956,1,-0.03883698582649231,1,-0.004767514765262604,1,-0.12183045595884323,1,-0.009699871763586998,1,0.036734212189912796,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.4568362,0.06647038459777832,world,pelvis,4.566082904926539,-1.6413246724602635,1,0,1,1784923961.1971903,74.32611632347107,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.4568365,0.06647014617919922,world,pelvis,4.566082904926539,-1.6413246724602635,0.7100377251400335,-0.02479893704557251,-0.08976114710712187,0.9754816989877739,-0.19940763308195988,capsules,0.05,0.5,0.1,0.5,0.5
603,1784924035.6232734,60.40399544686079,1,1784924035.6226974,0.000576019287109375,17,0.007070920895785093,1,0.06342902034521103,1,0.1114971935749054,1,0.4243733882904053,1,0.4018809199333191,1,0.1085890680551529,1,-0.44859352707862854,1,0.3421376347541809,1,-0.310812771320343,1,-0.2806585729122162,1,-0.2446100264787674,1,-0.18327248096466064,1,-0.03654453530907631,1,-0.005946001503616571,1,-0.1103803887963295,1,-0.006035362370312214,1,0.033694252371788025,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.5680368,0.0552365779876709,world,pelvis,4.559466465155621,-1.6558574202014305,1,0,1,1784923961.1971903,74.42608308792114,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.5680368,0.0552365779876709,world,pelvis,4.559466465155621,-1.6558574202014305,0.702427991819013,-0.03839096318375328,-0.06577809825767295,0.9728339592246364,-0.2186171619858469,capsules,0.05,0.5,0.1,0.5,0.5
604,1784924035.723298,60.50401909183711,1,1784924035.7225504,0.0007476806640625,17,-0.010084097273647785,1,0.06315864622592926,1,0.11145065724849701,1,0.16247014701366425,1,0.2762143015861511,1,0.22556708753108978,1,-0.27073562145233154,1,0.15631024539470673,1,-0.2717322111129761,1,-0.36476385593414307,1,-0.0535455197095871,1,-0.17533108592033386,1,-0.033510662615299225,1,-0.010231408290565014,1,-0.1009792760014534,1,-0.0029162680730223656,1,0.04002862051129341,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.6568024,0.06649565696716309,world,pelvis,4.567412054506422,-1.6432882499876023,1,0,1,1784923961.1971903,74.52610778808594,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.6568027,0.06649541854858398,world,pelvis,4.567412054506422,-1.6432882499876023,0.694471558073493,-0.035663794424103286,-0.05242018020938605,0.9694339847130229,-0.23701891856457663,capsules,0.05,0.5,0.1,0.5,0.5
605,1784924035.8232718,60.60399139113724,1,1784924035.8222136,0.0010581016540527344,17,-0.01645863987505436,1,0.06637515872716904,1,0.11097411066293716,1,-0.020972393453121185,1,0.31042927503585815,1,0.15640611946582794,1,-0.06478672474622726,1,-0.013662016950547695,1,-0.32711130380630493,1,-0.2536700963973999,1,0.1577123999595642,1,-0.16925115883350372,1,-0.033936768770217896,1,-0.009535029530525208,1,-0.09661351889371872,1,-0.00012953625991940498,1,0.03109622374176979,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.7569666,0.06630516052246094,world,pelvis,4.5861643889645505,-1.6428635871611492,1,0,1,1784923961.1971903,74.6260814666748,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.7569668,0.06630492210388184,world,pelvis,4.5861643889645505,-1.6428635871611492,0.704715473828826,-0.04524807060960062,-0.053039055403506265,0.9724364859552111,-0.2225011269434224,capsules,0.05,0.5,0.1,0.5,0.5
606,1784924035.923363,60.70408238470554,1,1784924035.923043,0.0003199577331542969,17,-0.01562834158539772,1,0.06562905758619308,1,0.11276087164878845,1,-0.14100639522075653,1,0.4358801245689392,1,-0.07775365561246872,1,0.11885954439640045,1,-0.15903067588806152,1,-0.3945345878601074,1,-0.001749696908518672,1,0.3117097020149231,1,-0.1694922149181366,1,-0.03178919479250908,1,-0.011999138630926609,1,-0.09631889313459396,1,-0.0008198274299502373,1,0.037377022206783295,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.8567824,0.06658053398132324,world,pelvis,4.604751824834054,-1.6407407384158958,1,0,1,1784923961.1971903,74.72617268562317,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.8567824,0.06658053398132324,world,pelvis,4.604751824834054,-1.6407407384158958,0.7085793430298958,-0.03811053397921566,-0.05888071159479748,0.9812310863624761,-0.17962796040100265,capsules,0.05,0.5,0.1,0.5,0.5
607,1784924036.0232637,60.80398206412792,1,1784924036.0227296,0.0005340576171875,17,-0.019712870940566063,1,0.0688672661781311,1,0.11486891657114029,1,-0.17983528971672058,1,0.5787200927734375,1,-0.30680814385414124,1,0.2400680035352707,1,-0.22227142751216888,1,-0.4705265164375305,1,0.2410147488117218,1,0.2908211946487427,1,-0.1724250316619873,1,-0.0310222040861845,1,-0.010941178537905216,1,-0.09664030373096466,1,-0.0008624382317066193,1,0.033212143927812576,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924035.9656217,0.05764198303222656,world,pelvis,4.624663656555708,-1.6338414154379408,1,0,1,1784923961.1971903,74.82607340812683,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924035.965622,0.05764174461364746,world,pelvis,4.624663656555708,-1.6338414154379408,0.7119091076859251,-0.04660980542311852,-0.07039017417086912,0.9838991699814045,-0.15752832357553082,capsules,0.05,0.5,0.1,0.5,0.5
608,1784924036.1232736,60.903992659412324,1,1784924036.122462,0.0008115768432617188,17,-0.0369616337120533,1,0.0710192546248436,1,0.1229022815823555,1,-0.0845487117767334,1,0.7688019275665283,1,-0.4690985381603241,1,0.22509969770908356,1,-0.22675353288650513,1,-0.6186395883560181,1,0.4437399208545685,1,0.11500062793493271,1,-0.17684435844421387,1,-0.030502354726195335,1,-0.010606381110846996,1,-0.10537181794643402,1,-0.0013822871260344982,1,0.03510040044784546,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1784924036.062794,0.06047964096069336,world,pelvis,4.630809000533699,-1.6333915892460722,1,0,1,1784923961.1971903,74.92608332633972,world,workspace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,,,,,1,1784924036.0627942,0.06047940254211426,world,pelvis,4.630809000533699,-1.6333915892460722,0.7129761316475491,-0.05416201557821582,-0.07548983734062625,0.9827343144942761,-0.1600032113498235,capsules,0.05,0.5,0.1,0.5,0.5
